Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
494,2.470370e+02,9.933303,3.510740e-05,8.352000
495,2.475350e+02,9.933710,3.480930e-05,8.370000
496,2.480360e+02,9.930395,2.867000e-05,8.370000
497,2.485410e+02,9.925030,1.710660e-05,8.400000
498,2.490410e+02,9.929661,1.639140e-05,8.400000
499,2.495400e+02,9.930651,3.677630e-05,8.370000
500,2.500390e+02,9.924060,3.129270e-05,8.376000
501,2.505350e+02,9.921620,1.674900e-05,8.328000
502,2.510410e+02,9.925653,1.341110e-05,8.310000
503,2.515460e+02,9.926842,2.098100e-05,8.346000
504,2.520400e+02,9.928146,2.193460e-05,8.364000
505,2.525400e+02,9.926089,2.437840e-05,8.364000
506,2.530400e+02,9.920517,1.633180e-05,8.466000
507,2.535420e+02,9.922350,1.156340e-05,8.412000
508,2.540360e+02,9.922442,1.531850e-05,8.358000
509,2.545390e+02,9.929143,2.282870e-05,8.316000
510,2.550350e+02,9.927590,2.968320e-05,8.352000
511,2.555360e+02,9.927874,2.425920e-05,8.388000
512,2.560370e+02,9.925082,2.121940e-05,8.358000
513,2.565360e+02,9.921241,1.382830e-05,8.346000
514,2.570360e+02,9.923118,1.424560e-05,8.394000
515,2.575360e+02,9.921329,1.597420e-05,8.298000
516,2.580380e+02,9.920208,1.204020e-05,8.310000
517,2.585410e+02,9.913678,8.642730e-06,8.286000
518,2.590420e+02,9.915850,7.391010e-06,8.418000
519,2.595360e+02,9.919298,1.293430e-05,8.334000
520,2.600430e+02,9.918725,1.531850e-05,8.394000
521,2.605420e+02,9.914849,1.156340e-05,8.388000
522,2.610420e+02,9.912495,7.152590e-06,8.358000
523,2.615420e+02,9.912388,5.304840e-06,8.280000
524,2.620410e+02,9.911386,6.496940e-06,8.256000
525,2.625400e+02,9.910600,7.212190e-06,8.202000
526,2.630400e+02,9.909928,6.377730e-06,8.130000
527,2.635400e+02,9.909863,7.271800e-06,8.316000
528,2.640370e+02,9.910085,8.225500e-06,8.394000
529,2.645380e+02,9.910678,8.821550e-06,8.406000
530,2.650470e+02,9.904780,7.391010e-06,8.352000
531,2.655420e+02,9.903756,4.649190e-06,8.304000
532,2.660430e+02,9.903804,3.099460e-06,8.040000
533,2.665410e+02,9.904193,3.159060e-06,8.382000
534,2.670410e+02,9.903349,4.589590e-06,8.244000
535,2.675390e+02,9.902047,4.053140e-06,8.460000
536,2.680390e+02,9.899587,2.920640e-06,8.598000
537,2.685390e+02,9.899889,2.145780e-06,8.748000
538,2.690430e+02,9.901480,5.185630e-06,8.388000
539,2.695380e+02,9.902044,4.947210e-06,8.184000
540,2.700360e+02,9.901093,4.231960e-06,8.130000
541,2.705480e+02,9.898803,3.516690e-06,8.208000
542,2.710370e+02,9.900727,3.755110e-06,7.986000
543,2.715370e+02,9.901546,4.112750e-06,8.328000
544,2.720390e+02,9.895385,3.218670e-06,8.298000
545,2.725410e+02,9.892667,1.907360e-06,8.130000
546,2.730390e+02,9.893212,1.311310e-06,8.328000
547,2.735410e+02,9.891046,1.549730e-06,7.272000
548,2.740420e+02,9.886722,1.192100e-06,7.698000
549,2.745380e+02,9.886747,8.940730e-07,8.430000
550,2.750400e+02,9.886620,1.132500e-06,8.364000
551,2.755410e+02,9.884235,1.013290e-06,7.350000
552,2.760360e+02,9.886250,8.940730e-07,8.130000
553,2.765370e+02,9.891250,1.609330e-06,8.748000
554,2.770360e+02,9.894916,5.543260e-06,8.514000
555,2.775410e+02,9.894831,5.185630e-06,8.238000
556,2.780420e+02,9.895623,3.337870e-06,8.130000
557,2.785370e+02,9.892550,2.384200e-06,8.130000
558,2.790430e+02,9.891626,1.490120e-06,8.838000
559,2.795410e+02,9.894588,1.788150e-06,8.430000
560,2.800370e+02,9.894372,1.847750e-06,8.274000
561,2.805430e+02,9.890370,1.490120e-06,7.764000
562,2.810370e+02,9.885352,9.536820e-07,7.596000
563,2.815420e+02,9.882954,6.556550e-07,8.130000
564,2.820420e+02,9.877985,4.768410e-07,8.130000
565,2.825460e+02,9.876861,3.576300e-07,5.196000
566,2.830370e+02,9.877787,4.768410e-07,3.816000
567,2.835420e+02,9.876089,5.960500e-07,6.012000
568,2.840390e+02,9.875031,4.768410e-07,7.122000
569,2.845410e+02,9.870664,3.576300e-07,5.196000
570,2.850400e+02,9.867505,1.788150e-07,8.130000
571,2.855370e+02,9.861569,1.192100e-07,0.000000
572,2.860380e+02,9.863338,5.960510e-08,0.000000
573,2.865480e+02,9.869679,2.980250e-07,5.712000
574,2.870380e+02,9.873022,1.013290e-06,7.122000
575,2.875400e+02,9.876937,1.132500e-06,8.130000
576,2.880390e+02,9.879547,1.370910e-06,8.130000
577,2.885360e+02,9.878963,1.311310e-06,8.748000
578,2.890360e+02,9.878997,9.536820e-07,7.854000
579,2.895370e+02,9.875190,7.748640e-07,7.122000
580,2.900380e+02,9.868230,4.172340e-07,8.130000
581,2.905370e+02,9.865575,1.788150e-07,8.130000
582,2.910370e+02,9.863968,1.192100e-07,11.310000
583,2.915360e+02,9.863792,1.192100e-07,11.310000
584,2.920370e+02,9.862303,1.788150e-07,9.462000
585,2.925400e+02,9.866292,2.980250e-07,6.342000
586,2.930420e+02,9.865352,3.576300e-07,9.462000
587,2.935360e+02,9.868056,3.576300e-07,10.308000
588,2.940370e+02,9.865236,3.576300e-07,4.764000
589,2.945410e+02,9.859381,1.788150e-07,8.130000
590,2.950310e+02,9.861653,1.192100e-07,0.000000
591,2.955390e+02,9.867967,4.172340e-07,7.596000
592,2.960400e+02,9.866335,5.960500e-07,6.708000
593,2.965380e+02,9.861897,3.576300e-07,5.712000
594,2.970370e+02,9.862235,1.788150e-07,0.000000
595,2.975360e+02,9.864271,4.768410e-07,7.122000
596,2.980420e+02,9.862144,4.768410e-07,7.122000
597,2.985410e+02,9.860216,2.980250e-07,6.342000
598,2.990380e+02,9.860140,1.788150e-07,0.000000
599,2.995870e+02,9.858684,1.192100e-07,11.310000
