Point,Time (s),Temperature (K)
366,1.830100e+02,9.977330
367,1.835100e+02,9.982153
368,1.840100e+02,9.975515
369,1.845100e+02,9.974655
370,1.850100e+02,9.989904
371,1.855100e+02,10.003362
372,1.860100e+02,10.022997
373,1.865100e+02,10.032511
374,1.870100e+02,10.030060
375,1.875100e+02,10.032518
376,1.880110e+02,10.034765
377,1.885150e+02,10.021761
378,1.890100e+02,10.008904
379,1.895130e+02,10.010571
380,1.900100e+02,10.012058
381,1.905140e+02,10.011495
382,1.910110e+02,9.998701
383,1.915100e+02,9.975060
384,1.920100e+02,9.977711
385,1.925100e+02,9.972630
386,1.930100e+02,9.973028
387,1.935100e+02,9.958145
388,1.940100e+02,9.953207
389,1.945100e+02,9.971612
390,1.950100e+02,9.994698
391,1.955100e+02,10.007818
392,1.960100e+02,10.017429
393,1.965100e+02,10.023125
394,1.970100e+02,10.034708
395,1.975140e+02,10.047724
396,1.980100e+02,10.036416
397,1.985100e+02,10.019830
398,1.990100e+02,10.016543
399,1.995220e+02,10.017101
